,pca-cosine1,pca-cosine2,pca-cosine3,pca-cosine4,pca-cosine5,pca-cosine6,pca-cosine7,pca-cosine8,pca-cosine9,pca-cosine10,pca-cosine11,pca-cosine12,pca-cosine13,pca-cosine14,pca-cosine15,pca-cosine16,pca-cosine17,pca-cosine18,pca-cosine19,pca-cosine20,pca-cosine21,pca-cosine22,pca-cosine23,pca-cosine24,pca-cosine25,pca-cosine26,pca-cosine27,pca-cosine28,pca-cosine29,pca-cosine30,class
0,-0.08196637906188933,-0.19536081799435373,-0.03316151257977801,-0.12135994226003888,-0.8313675757858672,-0.26019309613482844,0.7214329559634347,1.7565238531362621,0.29771624859440515,-0.9934199519426246,-0.03996294472403791,-1.1142983280307515,2.0750552598660548,-0.0744376082562957,-0.6821369509513222,-0.7680244407902301,-0.413473761302501,0.8849402652361438,-0.9908131622368048,0.660293335667525,-0.17905907664491516,-0.26318114251671776,-0.06778988899005008,-0.17687709817219846,-0.28138616999248345,-0.1032398286277536,0.2596793133750347,1.6189313573928308,-0.000462415588847076,1.1409283099678316,1.0
1,0.012199953778500972,-0.636827222321295,0.14829169634020462,0.10582584734148942,0.22281131917408364,0.1630028612403535,0.10650232476231203,1.9134220328393166,1.3462153001678738,0.15324544726172606,0.5088000896777214,-0.4068416668272943,0.30523430075576974,1.107212434468366,0.8567291748221018,1.6332043999029628,1.094474181578039,0.4465701570049695,0.7863417310271557,2.0366290289114595,0.8448768201728492,-0.14754168648472643,0.878491313871105,0.950287492285811,0.11103015487221268,0.0930061618981789,2.040853787962921,1.396548895476365,0.09566803983944039,0.009618637948546394,1.0
2,0.06838031698279909,0.627137942327449,0.09151734575403109,-0.003153913662388763,0.15776169751068536,0.7249920244103487,1.4199602247662328,1.7695838022808794,0.20081297485407634,-0.7910395188852485,1.9032784718224616,-0.8041492164288581,1.7453275983672825,0.005285334118889304,-1.1623086521840063,-0.4963308558878001,0.0364707374079658,0.02566643129283941,-0.9815901374938264,-0.6989249306977459,0.004820538960160381,0.6717072399360702,0.019084146555799944,-0.10437794944181783,0.9169817306648778,0.7324601330305298,1.300430380463347,1.7268088738803535,0.787996975123081,0.5311468273892189,1.0
3,0.56975738392784,0.5795836000392162,0.591283758463909,0.6586595284263461,1.6336960886631808,1.7026036040162338,0.8171546659050002,1.0255978121155676,1.5961722774702183,0.07724626651852962,-0.028112416183160294,0.6728157352659444,0.028719824633897106,-0.0036924204236650215,1.2719799125900682,1.0732277808460782,0.3820248527902424,0.9302484397897646,-0.46288857224926416,1.7512827715842219,1.1231202353252012,0.534162149883278,1.0543978210136467,1.4056713738375046,1.4396803480829177,1.3198065027007884,0.6261756975804512,1.0458425260818986,0.8552810036150977,0.11128431375212156,1.0
4,0.4406837282227301,1.1116933272432357,0.5868919837413246,0.4184970501553087,0.32321729647330805,0.1492863088699492,-0.23712767786104327,0.09467647082802019,0.10583133166640102,0.05616106261280995,0.3924462684685761,-0.16855578421144835,0.6231496512329099,0.7318798551851351,-0.22198519896891353,2.0220004746317763,1.206344332879587,0.6863142750512282,0.8132436061362414,1.0641227802781135,0.9438840318694699,1.2840124940700826,1.0974156781465307,1.0458239043576478,2.4369453426567405,0.01859653514081,0.1134792635933029,1.9329053936778335,0.06933617634410072,0.09715280999196363,1.0
5,1.7564467284976524,1.23265590921673,1.6922806511563044,2.0798967442282734,-0.7252954149064221,-0.40636383201209586,-0.40281830472833746,0.0960215494656696,-0.778363388839542,-0.7414798563620247,1.0061285308174135,0.26679864170195833,0.6253081026077604,-0.04390594262701503,-1.1570586303017345,-0.7992740608208525,-0.6451979341804244,-0.5345918077005899,-0.6780991581167344,0.05798632341290295,2.0220503742692744,1.4355519152972658,1.9300587976220884,0.34703638630655415,-0.3470503346756847,-0.3329722041111922,-0.18078345401127743,0.1755826665563568,0.36354597604026834,0.505903398328645,1.0
6,1.4521984736687745,0.15189116330533667,1.4520084554642758,1.7035449355388603,0.3706428703865698,1.0828451461259674,0.8782240438307808,1.1678418388563574,0.3666582006029764,-0.00904503781553978,2.0038453833989713,-0.10693630745566085,1.748578331473972,0.062297567356857986,-0.05701827540362736,1.8371776899094485,0.5496630098567288,0.6320335473568985,0.4220458537662731,0.9842699123488655,0.20528723303025648,0.4671137132565829,0.14917741811584917,-0.00956039200065606,0.6292062890558835,0.06051478472859717,1.0895136382181843,1.2591099595423803,0.13904545647727673,0.015781742631483187,1.0
7,1.5840960714080445,1.3546541076367187,1.5574752332932476,1.9517626873462492,-0.5473785447842456,0.36810981243729163,0.901339287070687,0.858865759265892,0.39898776383105883,-1.2997198241336945,1.1659655278946408,0.13010615649768967,1.0421282819859436,0.009931419034654873,-0.11481794437021331,1.1490141673188634,1.6832800192375892,0.15667420710786856,-0.06747727942694667,0.07430512528492339,1.295055741105348,0.6120241926287399,1.2465628406924367,1.5346633777581782,-0.6486390539150535,0.028143326734762497,0.3174930061824903,0.3989589481622199,0.08903621832116443,-1.1402202611500911,1.0
8,0.6991635257946214,1.1736401111774952,0.8860122156789632,0.7237722472280865,1.5791363603162982,0.1605529054892077,-0.057208665820444204,1.854924884801628,1.3745450108660737,0.052589240373226764,-0.5513420959731004,0.28208741576386875,0.0804041764860998,-0.10133646952259986,0.27727627564089047,0.027190678512515554,0.03590378720234527,1.3142192219076598,0.38598062402939126,0.07332255112781816,0.6776572318117452,1.2819177935587536,1.012179624156595,0.7032034781516279,1.8086883205802324,0.028658547224116954,0.07183227105263287,1.9317725199726428,1.8195948736927399,0.129198873858545,1.0
9,0.8354778017596878,0.16613157654006333,0.9315292380378438,1.0543782196084812,1.2869650465715679,1.3370213082829394,0.06536950735375258,1.2948619596766013,0.2151995415336876,1.3483181231424162,0.7183117771225094,0.00917365756550581,0.8602382324429362,1.3353131146071218,-0.18259161993650158,0.24600885262536865,1.2139589406956328,0.2188398880988739,0.04929455855489123,1.6818822088687464,1.3276798620947545,1.3914123820268829,1.4839541610860607,1.5308917021757042,1.4304167516652777,0.054964282411125887,0.1407650661241689,1.0888773609822262,0.08225961448676955,0.14336960081043748,1.0
