,pca-cosine28,pca-cosine8,pca-cosine27,pca-cosine7,pca-cosine6,pca-cosine3,pca-cosine23,class
0,1.6189313573928295,1.7565238531362608,0.25967931337503414,0.721432955963432,-0.2601930961348272,-0.03316151257977616,-0.06778988899004641,1.0
1,1.39654889547637,1.9134220328393143,2.0408537879629165,0.10650232476231047,0.1630028612403509,0.14829169634021028,0.8784913138711082,1.0
2,1.7268088738803515,1.769583802280881,1.3004303804633421,1.4199602247662304,0.7249920244103409,0.09151734575402731,0.019084146555799514,1.0
3,1.0458425260819006,1.02559781211557,0.6261756975804468,0.8171546659049997,1.7026036040162311,0.5912837584639079,1.0543978210136415,1.0
4,1.9329053936778293,0.09467647082802215,0.1134792635933085,-0.23712767786104239,0.1492863088699528,0.5868919837413185,1.097415678146529,1.0
5,0.17558266655635602,0.09602154946566843,-0.18078345401128088,-0.4028183047283378,-0.40636383201209675,1.6922806511563038,1.9300587976220875,1.0
6,1.2591099595423794,1.1678418388563563,1.0895136382181834,0.87822404383078,1.0828451461259687,1.4520084554642745,0.14917741811584823,1.0
7,0.39895894816221517,0.8588657592658924,0.317493006182488,0.9013392870706882,0.36810981243729063,1.5574752332932502,1.2465628406924394,1.0
8,1.9317725199726397,1.8549248848016304,0.07183227105263125,-0.05720866582044043,0.16055290548920298,0.8860122156789616,1.0121796241565946,1.0
9,1.0888773609822309,1.294861959676602,0.14076506612416767,0.06536950735374503,1.3370213082829432,0.9315292380378439,1.4839541610860658,1.0
10,1.191257552635499,0.9285889534806482,0.744249835887004,0.4569004060454125,-0.1410988517779581,1.38142875201578,2.212852829935112,1.0
11,0.11151176017555142,-0.1824335547405352,2.3819201497413833,2.1719963339127526,0.45823847384773786,-0.03671530138025192,-0.12691017851315917,1.0
12,0.8455449383788252,0.9163299150653066,0.40650341404402757,0.38526086393145564,-0.1320583951500987,0.724731733176269,0.8238381825724175,0.0
13,-0.33745963326994277,-0.06948845695511308,-0.04574194825838934,-0.19830540549977638,1.3436648163806042,0.3185889977226931,0.37753107544770337,0.0
14,-0.8264149352175092,-0.6702019080098044,-0.8860884503672009,-0.6911775540846465,-0.6180029657635874,-1.7054515770490748,-1.648205072276606,0.0
15,1.758480431499795,2.170312461014173,0.9143937744796494,1.2957655471293381,0.48915492559244045,0.06741477396576959,-0.03356977372700601,1.0
16,1.5989451851259928,0.07090524988751173,1.6797187078666151,1.7222123871833248,1.5109193614881387,1.7141122628637304,0.056436492645135464,1.0
17,0.11992968642661145,1.999196930525879,0.09486730078371486,1.6109293990079123,0.05531655286069298,1.0883375708136083,1.708926556265248,1.0
18,0.7934669580165492,1.6864331008616928,0.9597398357141556,1.9262630543143322,0.5329949087403896,0.015665135163708432,-0.04872420493281737,1.0
19,1.4133506115057548,1.7173288881786588,0.03226233878821941,-0.02564176144926933,0.22519484323940342,1.3109265406489512,0.15226514018154386,1.0
20,1.1646484588754125,2.5671404499554535,0.617346610870205,1.41980696684218,1.1677573171416182,0.00795730135237882,-0.08695624175561045,1.0
21,0.9468735025432604,0.9528628454336574,0.10574541764607198,1.2715342771450322,1.4803220587311354,-0.06774668208408345,1.4989214622448128,1.0
22,1.2738959648501798,0.11422628392463409,0.2501561122694,0.051647791210781224,1.469640371167394,1.7578191281354458,0.12643785859046236,1.0
23,1.329439043734976,1.517620088505448,1.766996492399771,1.5085153317757225,1.585835984295811,1.5026071583303093,0.08593777561308255,1.0
24,1.3288549844204358,1.067222151541909,0.208778702560646,1.5472493438860075,1.2504638713561824,1.8964258537380827,0.08088459874745357,1.0
25,0.9054457610915656,0.910659087199479,1.8119946171309236,1.4657634271130122,0.7254004616220738,0.810965047149426,1.1599780989100574,1.0
